"CODIGO";"NOMBRE";"PROGRAMA";"COD_PADRE";"ORDEN"
"2V60030";"GESTIÓN DE CAMPAÑAS";"";"2V60";"300"
"2V60030010";"GENERACIÓN DE CAMPAÑAS";"CRMCAMPANAS";"2V60030";"100"
"2V60040";"GESTIÓN DE ENCUESTAS";"";"2V60";"400"
"2V60040003";"MANTENIMIENTO DE COMPETENCIA";"CRMCOMPE";"2V60040";"50"
"2V60040007";"GRUPOS DE ARTÍCULOS";"ENCUESTASG";"2V60040";"75"
"2V60040010";"MAESTRO DE ENCUESTAS";"ENCUESTASP";"2V60040";"100"
"2V60040020";"ENCUESTAS";"ENCUESTASF";"2V60040";"200"
"2V60050";"GESTIÓN DE PREVENTA";"";"2V60";"500"
"2V60050010";"MAESTRO MOTIVOS DE DESCARTE";"CRMMOTIVDESC";"2V60050";"100"
"2V60050020";"MAESTRO ORÍGENES";"CRMORIGENES";"2V60050";"200"
"2V60050025";"REASIGNACIÓN DE AGENTES";"CRMREAGENTES";"2V60050";"250"
"2V60050040";"GESTIÓN PREVENTA";"CRMPREVTA";"2V60050";"300"
"2V60050050";"SEGMENTOS DE PREVENTA";"CRMSEGPREVTA";"2V60050";"400"
"2V60050060";"PLANIFICACIÓN DE PREVENTA";"CRMMODPLAN";"2V60050";"500"
"2V60050065";"PLANIFICACIÓN DE MENSUAL";"CRMMODPLANM";"2V60050";"550"
"2V60050070";"DEFINICIÓN DE OBJETIVOS";"CRMOBJETIVOS";"2V60050";"600"
"2V60050080";"ASIGNACIÓN DE OBJETIVOS";"CRMOBJETIVOS_EXP";"2V60050";"700"
"2V65";"GESTIÓN DE PROCESOS BPM";"";"";"1300"
"2V65010";"MAESTROS";"";"2V65";"100"
"2V65010010";"PARÁMETROS GENERALES";"CRMPARAM";"2V65010";"100"
"2V65010015";"CÓD. ESTADÍSTICOS EXPEDIENTES";"CRM_MCOESA";"2V65010";"200"
"2V65010020";"______________________________";"NULO";"2V65010";"300"
"2V65010025";"EQUIPOS Y USUARIOS";"";"2V65010";"400"
"2V6501002510";"EQUIPOS";"CRMEQUIPOS";"2V65010025";"100"
"2V6501002512";"ADMINISTRAR MIS EQUIPOS";"CRMEQUIPOS";"2V65010025";"100"
"2V6501002515";"GRUPOS DE ASIGNACIÓN";"CRMGRUPASIG";"2V65010025";"150"
"2V6501002520";"EQUIPOS - USUARIOS";"CRMEQUIPOS_USUARIOS";"2V65010025";"200"
"2V6501002530";"USUARIOS DERIVADOS";"CRMUSUARIO_DERIVADO";"2V65010025";"300"
"2V6501002540";"USUARIOS DE CORREOS";"MAIL_SENDERS";"2V65010025";"400"
"2V65010050";"______________________________";"NULO";"2V65010";"500"
"2V65010055";"TIPOS DE NOTIFICACIONES";"CRMTIPOS_NOTIFICACIONES";"2V65010";"600"
"2V65010065";"______________________________";"NULO";"2V65010";"700"
"2V65010070";"TIPOS DE TAREA";"CRMTIPOS_TAREA";"2V65010";"800"
"2V65010075";"TIPOS DE EXPEDIENTES";"CRMTIPOS_EXPEDIENTE";"2V65010";"900"
"2V65010080";"ESTADOS DE TAREAS";"CRMESTADOS_TAREAS";"2V65010";"1000"
"2V65010083";"ESTADOS DE EXPEDIENTES";"CRMESTADOS_PROYECTOS";"2V65010";"1100"
"2V65010086";"PROGRAMAS EXTERNOS";"CRMPROGRAMAS";"2V65010";"1200"
"2V65010090";"ESTADOS PERMITIDOS DE TAREAS";"CRMESTADOS_TAREAS_PER";"2V65010";"1300"
"2V65010092";"MAESTRO DE PROCESOS";"CRMPROCESOS";"2V65010";"1400"
"2V65010096";"PLANTILLAS DE EXPEDIENTES";"CRMPLANTILLAS_EXPEDIENTES";"2V65010";"1500"
"2V65020";"GESTIÓN DE EXPEDIENTES";"";"2V65";"200"
"2V65020010";"MANTENIMIENTO DE EXPEDIENTES";"CRMEXPEDIENTES_CAB";"2V65020";"100"
"2V65020020";"LÍNEAS DE EXPEDIENTES";"CRMEXPEDIENTES_LIN";"2V65020";"200"
"2V65030";"CONSULTAS EXPEDIENTES";"";"2V65";"300"
"2V65030010";"CONSULTA DE EXPEDIENTES";"CRMCONSULTAS";"2V65030";"100"
"2V65030020";"CONSULTA DETALLADA EXPEDIENTES";"CRMCONEXPLIN";"2V65030";"200"
"2V65040";"MENÚ GESTOR DE PROCESOS";"CRMMEBPM";"2V65";"400"
"2V70";"RADIOFRECUENCIA";"";"";"1400"
"2V70010";"MAESTROS";"";"2V70";"100"
"2V70010010";"PARÁMETROS";"RF_PARAM";"2V70010";"100"
"2V70010020";"TAREAS";"RF_TAREAS";"2V70010";"200"
"2V70010030";"TIPOS DE MÁQUINAS";"RF_TIPMAQ";"2V70010";"300"
"2V70010040";"MÁQUINAS / TAREAS";"RF_MAQUI";"2V70010";"400"
"2V70010050";"ZONAS / PASILLOS / MÁQUINAS";"RF_TARZON";"2V70010";"500"
"2V70010060";"BOXES";"RF_BOXES";"2V70010";"600"
"2V70010065";"BOXES CLIENTE/AGENCIA ENVIO";"RF_BOXCLI";"2V70010";"650"
"2V70010068";"PATRONES ETIQUETAS ENT. Y EXP.";"RF_PATETI";"2V70010";"675"
"2V70010070";"IMPRESORAS X PROG./ MÁQUINA";"RF_IMPPM";"2V70010";"700"
"2V70010080";"IMPRESORAS X MAQ./FORMATO";"RF_IMPMAFOR";"2V70010";"800"
"2V70010090";"IMP. X MÁQ./ZONA TRAB./FORMATO";"RF_IMPMAZONFOR";"2V70010";"850"
"2V70010110";"CODIGOS DE INCIDENCIAS PREP.";"RF_CODINC";"2V70010";"1100"
"2V70010120";"CONTROL DE TAREAS";"RF_COLTAR";"2V70010";"1200"
"2V70010150";"CAMBIAR TAREAS DE ""R"" A ""E""";"RF_CUELGUE";"2V70010";"1500"
"2V70010160";"FAMILIAS SIN VALIDACIÓN";"RF_FAMSVAL";"2V70010";"1600"
"2V70010170";"UBIC. EXCLUIDAS X MÁQUINA";"RF_MAQUBE";"2V70010";"1700"
"2V70010180";"GRUPOS DE PRESENTACIONES";"RF_GRPRES";"2V70010";"1800"
"2V70010190";"PALETS X ARTICULO Y CLIENTE";"RF_PARTCLI";"2V70010";"1900"
"2V70010210";"HISTORICO PALETS";"A_MHIPAL";"2V70010";"2100"
"2V70010215";"PERMISOS USUARIO/PERFIL";"RF_USU_PERF";"2V70010";"150"
"2V70010220";"HISTORICO PALETS EXPEDICIONES";"A_HIPAEX";"2V70010";"2200"
"2V70010230";"CRITERIOS UBICACION ART/FAM";"RF_CRITUBI";"2V70010";"2300"
"2V70010275";"UBICACIÓN ARTÍCULO SIN PICKING";"RF_UBICACIONES_SIN_PICKING";"2V70010";"1750"
"2V70020";"TERMINALES PEQUEÑAS";"";"2V70";"200"
"2V70020020";"ENTRADA COMPRAS";"RF_ENCOM";"2V70020";"200"
"2V70020025";"RECIBO CIEGO";"RF_ENCOMRC";"2V70020";"250"
"2V70020040";"CAMBIO ZONA/SIT./UBIC.";"RF_CASIZOP";"2V70020";"400"
"2V70020045";"RECUENTO CON LECTURA";"GK_LECTURA_RECUENTO";"2V70020";"450"
"2V70020050";"CONSULTA STOCKS";"RF_CARTUBI";"2V70020";"500"
"2V70020060";"REPOSICIONES MANUALES";"RF_REPMAN";"2V70020";"600"
"2V70020080";"CONSULTA CADENA LOGISTICA";"RF_CADLOG";"2V70020";"800"
"2V70020090";"CONSULTA PEDIDOS COMPRA";"RF_CONPEDC";"2V70020";"900"
"2V70020095";"AUTORIZACIÓN SUPERVISOR";"GK_VALENTRC";"2V70020";"1000"
"2V70025";"TERMINAL PEQUEÑA SECTOR PESCA";"";"2V70";"250"
"2V70025010";"ENTRADA DE PESADAS";"RFPESADAS";"2V70025";"100"
"2V70025020";"PESADAS CON CAMBIO SIT. / ZONA";"RFPESADAS";"2V70025";"200"
"2V70025030";"PESADAS CON TRASPASO";"RFPESADAS";"2V70025";"300"
"2V70025040";"ENTRADAS DE PRODUCCIÓN";"RFPESADAS";"2V70025";"400"
"2V70025050";"PESADAS DE SALIDA MULTIPALET";"RFPESALMPL";"2V70025";"500"
"2V70025060";"PESADAS DE SALIDA POR C.BARRAS";"RFPESALCB";"2V70025";"600"
"2V70030";"TERMINALES GRANDES";"";"2V70";"300"
"2V70030010";"CAMBIO ZONA Y UBICACIÓN";"RF_CASIZOG";"2V70030";"100"
"2V70030070";"CONSULTA DE STOCK";"RF_CSTOCK";"2V70030";"700"
"2V70035";"GESTIÓN TAREAS";"";"2V70";"350"
"2V7003510";"CONTROL TAREAS SGA";"SGA_COLTAR";"2V70035";"100"
"2V70040";"PROCESOS";"";"2V70";"400"
"2V70040010";"GENERACIÓN DE REPOSICIONES";"RF_REPOSI";"2V70040";"100"
"2V70040020";"BORRADO DE TAREAS";"RF_BORTAR";"2V70040";"200"
"2V70040030";"CAMBIOS EN PALETS EXPEDICIÓN";"RF_CBPALETS";"2V70040";"300"
"2V70040040";"CARGA DE CAMION";"RF_ALBPALET";"2V70040";"400"
"2V70040050";"RECEPCIÓN DE PALETS EN TIENDA";"RF_RECPALET";"2V70040";"500"
"2V70050";"CONSULTAS";"";"2V70";"500"
"2V70050010";"REGULARIZACIONES";"RF_CREGUL";"2V70050";"100"
"2V70050020";"ROTURAS";"RF_CROTURA";"2V70050";"200"
"2V70050050";"CONS. LOG UBICACIONES";"RF_CLOGU";"2V70050";"300"
"2V70050060";"LISTADO UBICACIONES BLOQUEADAS";"RF_LUBIBLO";"2V70050";"400"
"2V70050070";"ACUM./LST.DE REGUL.Y ROTURAS";"RF_ACUMRR";"2V70050";"500"
"2V75";"MOVILIDAD";"";"";"1500"
"2V75000";"MAESTROS";"";"2V75";"100"
"2V75000010";"PARÁMETROS GENERALES MOVILIDAD";"MVL_PARAM_GEN";"2V75000";"100"
"2V75000020";"PARÁMETROS DISPOSITIVOS";"MVL_PARAM_DISPO";"2V75000";"200"
"2V75000030";"BALANCEO DE PEDIDOS";"MVCTRLPED";"2V75000";"300"
"2V75000040";"FORMATOS AUTOVENTA";"FORMATO_PARSER";"2V75000";"400"
"2V75000050";"CONCEPTOS DE GASTOS";"MVLCONCEPTOS";"2V75000";"500"
"2V75020";"PERFILES";"";"2V75";"200"
"2V75020010";"MANT. PERFILES Y MENÚS";"MVL_PERFIL_MENU";"2V75020";"100"
"2V75030";"PROGRAMAS PERSONALIZADOS";"";"2V75";"300"
"2V75030010";"ANTICIPOS";"MVL_ANTC";"2V75030";"100"
"2V75030020";"VISITAS";"MVL_VSTA";"2V75030";"200"
"2V75040";"DATOS ESPECÍFICOS";"";"2V75";"400"
"2V75050";"______________________________";"NULO";"2V75";"500"
"2V75900";"USO INTERNO DEL FABRICANTE";"";"2V75";"600"
"2V75900010";"MANT. LISTAS VALORES";"MVL_LISTA_VALOR";"2V75900";"100"
"2V75900020";"MANT. TABLAS";"MVL_TABLA";"2V75900";"200"
"2V75900030";"MANT. IMPRESIÓN";"MVL_SYS_IMPRESION";"2V75900";"300"
"2V80";"MÓDULO WEB";"";"";"1600"
"2V80010";"GESTOR DE CONTENIDOS";"NULO";"2V80";"100"
"2V80020";"EJEMPLOS DE WEB REALIZADOS";"";"2V80";"200"
"2V80020100";"_______(PORTAL PÚBLICO)_______";"NULO";"2V80020";"100"
"2V80020101";"EDISA";"HTTP://WWW.EDISA.COM/";"2V80020";"200"
"2V80020110";"ESPINA";"HTTP://WWW.ESPINAYDELFIN.COM/";"2V80020";"400"
"2V80020115";"BALNERARIO DE MONDARIZ";"HTTP://WWW.BALNEARIOMONDARIZ.ES/";"2V80020";"500"
"2V80020120";"TECHNOX";"HTTP://WWW.TECHNOX.ES/";"2V80020";"600"
"2V80020125";"GRUPO DISCO";"HTTP://WWW.GRUPODISCO.COM/";"2V80020";"700"
"2V80020200";"ECOGALICIA VERDE";"HTTP://WWW.ECOGALICIAVERDE.COM/";"2V80020";"800"
"2V80020205";"PORTAL DE FUNDACIONES";"HTTP://FUNDACIONES.EDISAOPENSOURCE.COM/";"2V80020";"900"
"2V80020210";"ADMINISTRACIONES LOCALES. EIDO";"HTTP://WWW.EIDOLOCAL.ES/PORTAL/";"2V80020";"1000"
"2V80020300";"____(COMERCIO ELECTRÓNICO)____";"NULO";"2V80020";"1100"
"2V80020310";"ROEIRASA";"HTTP://WWW.ROEIRASA.ES/";"2V80020";"1200"
"2V80020315";"MARISQUITO";"HTTP://WWW.MARISKITO.COM/";"2V80020";"1300"
"2V80020600";"____(INTRANET CORPORATIVA)___";"NULO";"2V80020";"1400"
"2V80020605";"FGUVA";"HTTP://LIBRA.FUNGE.UVA.ES/";"2V80020";"1500"
"2V80020606";"GESUGA";"HTTP://GESUGA.COM";"2V80020";"1500"
"2V80020607";"PROTEA";"HTTP://WWW.PROTEA.ES:8080/";"2V80020";"1550"
"2V80020610";"U.F.G.";"HTTPS://WWW.UFG.ES/";"2V80020";"1560"
"2V80030";"______(MENU WEB PROPIA)_______";"NULO";"2V80";"300"
"2V80040";"GESTOR DOCUMENTAL";"";"2V80";"400"
"2V80040010";"GESTOR DOCUMENTAL";"GESTOR_DOCUMENTAL";"2V80040";"100"
"2V80050";"GENERADOR DE INFORMES";"";"2V80";"500"
"2V80050010";"GENERADOR INFORMES IPAD";"INDEX_RAD";"2V80050";"100"
"2V80050020";"GENERADOR INFORMES RAD";"GENERADOR_INFORMES";"2V80050";"200"
"2V80080";"MÓDULO WEB LIBRA";"";"2V80";"0"
"2V8008001";"GESTIÓN DE PROCESOS BPM";"";"2V80080";"10"
"2V800800101";"MENÚ DE PROCESOS";"MWL.CRMMEBPM";"2V8008001";"10"
"2V800800102";"EXPEDIENTES";"MWL.CRMEXPEDIENTES_CAB";"2V8008001";"20"
"2V800800103";"LÍNEAS DE EXPEDIENTE";"MWL.CRMEXPEDIENTES_LIN";"2V8008001";"30"
"2V800800104";"DETALLE DE EXPEDIENTE";"MWL.CRMEXPEDIENTES_DES";"2V8008001";"40"
"2V800800105";"DOCUMENTOS DEL EXPEDIENTE";"MWL.CRMEXPEDIENTES_NOTAS";"2V8008001";"50"
"2V800800107";"DOCUMENTOS DE ENTIDAD";"MWL.CRMEMPRESAS_NOTAS";"2V8008001";"55"
"2V8008002";"INFORMES";"MWL.GI";"2V80080";"20"
"2V8008003";"CRM";"";"2V80080";"30"
"2V800800301";"CRM";"MWL.CRM";"2V8008003";"10"
"2V800800302";"ENTIDADES";"MWL.CRMEMPRESAS";"2V8008003";"20"
"2V800800303";"GESTIÓN DE CAMPAÑAS";"MWL.CRMCAMPANAS";"2V8008003";"30"
"2V800800304";"CONTROL COMERCIAL";"MWL.CRMCTRCOMER";"2V8008003";"40"
"2V800800305";"ENCUESTAS";"MWL.ENCUESTAS";"2V8008003";"50"
"2V800800306";"ORÍGENES";"MWL.CRMORIGENES";"2V8008003";"60"
"2V800800307";"OBJETIVOS";"MWL.CRMOBJETIVOS";"2V8008003";"70"
"2V800800308";"COMPETENCIAS";"MWL.CRMCOMPETENCIAS";"2V8008003";"80"
"2V800800309";"ASOCIAR CONTACTOS";"MWL.CRMASOCON";"2V8008003";"90"
"2V800800310";"GRUPOS DE ARTÍCULOS";"MWL.ENCUESTASG";"2V8008003";"100"
"2V800800311";"DUPLICAR ENCUESTA";"MWL.ENCUESTASD";"2V8008003";"110"
"2V8008004";"VENTAS / DISTRIBUCIÓN";"";"2V80080";"40"
"2V800800401";"ENTRADA DE PEDIDOS";"MWL.PEDIDOS";"2V8008004";"100"
"2V800800402";"AUTORIZACIÓN DE PEDIDOS";"MWL.AUTOPEDI";"2V8008004";"300"
"2V800800403";"AUTORIZACIÓN DE PRESUPUESTOS";"MWL.AUTOPRES";"2V8008004";"350"
"2V800800404";"CIERRE O ANULACIÓN DE PEDIDOS";"MWL.ANULPED";"2V8008004";"350"
"2V800800405";"CONSULTA DE PEDIDOS";"MWL.CONPED";"2V8008004";"400"
"2V800800406";"CONSULTA DE PRESUPUESTOS";"MWL.CONPRES";"2V8008004";"405"
"2V800800407";"CONSULTA DE VISITAS";"MWL.CONVIS";"2V8008004";"410"
"2V800800408";"PREPARACIÓN DE PEDIDOS";"MWL.PREPED";"2V8008004";"420"
"2V800800409";"RUTAS POR AGENTE/MATRÍCULA";"MWL.RUTAGEMA";"2V8008004";"430"
"2V800800410";"MANT. DE VISITAS POR AGENTE";"MWL.RUTAGECLI";"2V8008004";"431"
"2V800800411";"AUTORIZACIÓN TARIFAS SUELO";"MWL.AUTOTMM";"2V8008004";"355"
"2V800800412";"FIRMA DIGITAL DE ALBARÁN";"MWL.FIRMALV";"2V8008004";"360"
"2V800800425";"CLIENTES";"MWL.CLIENTES";"2V8008004";"450"
"2V800800426";"FIRMA CLIENTE";"MWL.FIRMACLI";"2V8008004";"451"
"2V800800440";"MODIFICACIÓN CARGOS PERIÓDICOS";"MWL.F_CARCLIMES";"2V8008004";"440"
"2V800800450";"INCIDENCIAS DE CLIENTES";"MWL.INCCLIE";"2V8008004";"500"
"2V800800451";"AGENDA DE CLIENTES";"MWL.AGENCLIE";"2V8008004";"501"
"2V800800452";"DOMICILIOS DE ENVÍO";"MWL.DOMENVIO";"2V8008004";"502"
"2V800800453";"DOMICILIOS DE PAGO";"MWL.DOMPCLIE";"2V8008004";"503"
"2V800800460";"LECTURA QR SAFT";"MWL.SAFT_PT_QR";"2V8008004";"600"
"2V800800480";"CATÁLOGO";"MWL.CATALOGO";"2V8008004";"800"
"2V800800490";"VISITAS";"MWL.VISITAS";"2V8008004";"200"
"2V800800495";"MAPA DE CLIENTES";"MWL.MAPACLI";"2V8008004";"950"
"2V800800496";"ALTA GARANTÍAS DE ARTÍCULOS";"MWL.AGARANT";"2V8008004";"951"
"2V8008005";"FINANCIERA";"";"2V80080";"50"
"2V800800501";"COBROS";"MWL.COBROS";"2V8008005";"10"
"2V800800502";"CONFIRMACIÓN DE PROPUESTAS";"MWL.CONFPROP";"2V8008005";"20"
"2V800800503";"CONSULTA DE COBROS REALIZADOS";"MWL.CONCOBROS";"2V8008005";"15"
"2V8008006";"GESTOR DOCUMENTAL";"MWL.MENUDOC";"2V80080";"60"
"2V8008007";"INDICADORES";"MWL.INDICADORES";"2V80080";"70"
"2V8008008";"MENSAJES";"MWL.CRMMENSAJ";"2V80080";"80"
"2V8008009";"MANTENIMIENTO";"";"2V80080";"90"
"2V800800901";"ÓRDENES DE TALLER";"MWL.MANT";"2V8008009";"10"
"2V800800902";"CALENDARIO MENSUAL DE OTS";"MWL.VHDIARYOTS";"2V8008009";"20"
"2V800800903";"IMPUTACIÓN DE COSTES";"MWL.VHMIMCOS";"2V8008009";"30"
"2V800800906";"HORAS DE TRABAJO CONTRA OT";"MWL.A_MOBROT";"2V8008009";"11"
"2V800800907";"AUTORIZACIÓN DE OTS";"MWL.VH_AUTORIZ";"2V8008009";"35"
"2V8008010";"NOTAS";"MWL.CRMNOTAS";"2V80080";"100"
"2V8008011";"VISTA 360º";"";"2V80080";"110"
"2V800801101";"CLIENTES";"MWL.CMCLIENTES";"2V8008011";"20"
"2V800801102";"ENTIDADES CRM";"MWL.ENTIDADES";"2V8008011";"30"
"2V800801103";"ARTÍCULOS";"MWL.ARTICULOS";"2V8008011";"10"
"2V800801104";"PROVEEDORES";"MWL.PROVEEDORES";"2V8008011";"40"
"2V8008012";"PRODUCCIÓN";"";"2V80080";"120"
"2V800801201";"CONSUMOS DE PRODUCCIÓN";"MWL.CONPROD";"2V8008012";"20"
"2V800801202";"ENTRADAS DE PRODUCCIÓN";"MWL.ENTPROD";"2V8008012";"10"
"2V800801203";"ÓRDENES DE FABRICACIÓN";"MWL.CORDFAB";"2V8008012";"30"
"2V800801204";"GESTIÓN DE RECIPIENTES";"MWL.RECPROD";"2V8008012";"40"
"2V800801205";"PANEL DE PRODUCCIÓN";"MWL.PANPROD";"2V8008012";"50"
"2V800801206";"PARTES HORAS MAQUINA/MANO OBRA";"MWL.PARTHOR";"2V8008012";"60"
"2V800801207";"CAPTURA DE HORAS EN PLANTA";"MWL.CAPTHOR";"2V8008012";"60"
"2V800801220";"PUNTOS DE CONTROL";"MWL.PTOS_CTRL";"2V8008012";"70"
"2V800801221";"CLASIFICACIÓN PERCHAS";"MWL.CLASPERCHA";"2V8008012";"75"
"2V800801230";"CAPTURA DE DATOS EN PLANTA";"MWL.EX_MENUPROD";"2V8008012";"80"
"2V800801231";"PARTES DE EMPAQUETADO";"MWL.EX_MCDACJ";"2V8008012";"81"
"2V800801232";"RECHAZOS";"MWL.P_MRECHA";"2V8008012";"82"
"2V800801233";"CONSULTA/MODIFICACIÓN DE CAJAS";"MWL.EX_CERCAJ";"2V8008012";"83"
"2V800801234";"PARTES DE PRENSA";"MWL.EX_MCDATP";"2V8008012";"84"
"2V800801235";"INFORMACIÓN PRESIONES I-M-F";"MWL.EX_INPRS";"2V8008012";"85"
"2V800801236";"INFORMACIÓN INCIDENCIAS";"MWL.EX_ININC";"2V8008012";"90"
"2V800801237";"INFORMACIÓN RECHAZOS";"MWL.P_MRECEX";"2V8008012";"95"
"2V800801238";"CAPTURA DE DATOS EN PLANTA";"MWL.MCDATP";"2V8008012";"96"
"2V8008013";"LOGÍSTICA / ALMACENES";"";"2V80080";"130"
"2V800801300";"ALMACÉN 3D";"MWL.ALMACEN3D";"2V8008013";"0"
"2V800801301";"GESTIÓN DE PESADAS DE ENTRADA";"MWL.GEPESENT";"2V8008013";"10"
"2V800801302";"PANEL DE ACTIVIDAD DEL ALMACÉN";"MWL.PANELALM";"2V8008013";"20"
"2V800801303";"CONSULTA DE ALBARANES INTERNOS";"MWL.CONALBMOVINT";"2V8008013";"30"
"2V800801320";"CARGA CAMIÓN";"MWL.CARGAPALEXP";"2V8008013";""
"2V8008014";"COMPRAS";"";"2V80080";"140"
"2V800801401";"AUTORIZACIÓN DE PEDIDOS";"MWL.AUTOPEDC";"2V8008014";"20"
"2V800801402";"ENTRADA DE COMPRAS";"MWL.ENCOM";"2V8008014";"30"
"2V800801404";"AUTORIZACIÓN DE SOLICITUDES";"MWL.C_MAUTOR";"2V8008014";"40"
"2V800801405";"AUTORIZACIÓN GASTO SOLICITUDES";"MWL.AUTOSOLGAS";"2V8008014";"50"
"2V8008015";"NÓMINAS";"";"2V80080";"150"
"2V800801501";"ENTRADA DE PARTES";"MWL.RH_PARTES";"2V8008015";"10"
"2V800801502";"SITUACIONES";"MWL.RH_SITUACIONES";"2V8008015";"20"
"2V8008016";"RADIOFRECUENCIA";"";"2V80080";"160"
"2V800801600";"TAREAS";"MWL.RFTAREAS";"2V8008016";"10"
"2V800801601";"CAMBIO ZONA / SIT. PESCA";"MWL.PESRFCAMBIO";"2V8008016";"40"
"2V800801602";"CONTROL DE PASILLOS";"MWL.PESRFPASILLOS";"2V8008016";"170"
"2V800801603";"EXTRACCIÓN GUIADA";"MWL.PESRFSALIDAS";"2V8008016";"20"
"2V800801604";"INFO. RECIPIENTE";"MWL.PESRFINFORECIP";"2V8008016";"150"
"2V800801605";"PESADAS DE SALIDA MULTIPALET";"MWL.RFPESALMPL";"2V8008016";"60"
"2V800801606";"SALIDAS POR STOCK";"MWL.PESRFSALSTK";"2V8008016";"70"
"2V800801607";"RECUENTO";"MWL.RECUENTO";"2V8008016";"90"
"2V800801608";"CAMBIO ZONA / SIT.";"MWL.RFCASIZO";"2V8008016";"50"
"2V800801609";"PREPARACIÓN DE PEDIDOS";"MWL.RFPREPED";"2V8008016";"100"
"2V800801610";"ENTRADAS CÁMARA";"MWL.PESRFENTRADAS";"2V8008016";"30"
"2V800801611";"INFO. UBICACIÓN";"MWL.PESRFINFOUBIC";"2V8008016";"160"
"2V800801612";"PREPARACIÓN";"MWL.RFPREPARA";"2V8008016";"140"
"2V800801613";"EXTRACCIÓN POR PEDIDO";"MWL.PESRFSAL";"2V8008016";"80"
"2V800801614";"ENTRADAS LOGÍSTICAS";"MWL.RFENTRADAS";"2V8008016";"110"
"2V800801615";"ACOPIO DE MERCANCÍA";"MWL.ACOPIO";"2V8008016";"130"
"2V800801616";"EXTRACCIÓN POR HC";"MWL.PESRFHJC";"2V8008016";"620"
"2V800801617";"ENTRADA DE COMPRAS";"MWL.RFENCOM";"2V8008016";"120"
"2V800801618";"CONSULTA ENTRADAS LOGÍSTICAS";"MWL.CONRFENTRADAS";"2V8008016";"1000"
"2V800801619";"GESTIÓN DE RECIPIENTES";"MWL.A_CBRECI";"2V8008016";"140"
"2V800801620";"CREACIÓN HOJA DE CARGA (EXTR.)";"MWL.EX_HOJCA_RF";"2V8008016";"700"
"2V800801621";"CARGA CAMIÓN (EXTRUSIÓN)";"MWL.EX_CARGA";"2V8008016";"710"
"2V800801622";"GENERACIÓN DE PALETS";"MWL.EX_PALETS";"2V8008016";"700"
"2V800801623";"DESCARGA CAMIÓN (EXTRUSIÓN)";"MWL.EX_DESCARGA";"2V8008016";"730"
"2V800801624";"PESAJE PESO VARIABLE";"MWL.PESOVAR";"2V8008016";"160"
"2V800801699";"PANEL DE RADIOFRECUENCIA";"MWL.PANRADIO";"2V8008016";"9999"
"2V8008017";"FORMULACIÓN";"";"2V80080";"170"
"2V800801701";"SOLICITUDES DE FORMULACIÓN";"MWL.FM_SOLICITUDES";"2V8008017";"100"
"2V8008018";"MOVILIDAD";"";"2V80080";"180"
"2V800801801";"NOTAS DE VEHÍCULOS";"MWL.NOTAVH";"2V8008018";"10"
"2V800801802";"GASTOS";"MWL.GASTOS";"2V8008018";"10"
"2V800801803";"ANTICIPOS";"MWL.ANTICIPOS";"2V8008018";"30"
"2V8008019";"ARMADORAS";"";"2V80080";"190"
"2V800801901";"BARCOS";"MWL.BARCOS";"2V8008019";"30"
"2V800801902";"MAREAS";"MWL.MAREAS";"2V8008019";"40"
"2V800801903";"DIARIO DE ABORDO";"MWL.DIARIOMAREA";"2V8008019";"50"
"2V800801904";"NOTA DE PESCA";"MWL.NOTAPESCA";"2V8008019";"60"
"2V800801905";"MODALIDADES DE PESCA";"MWL.MODAPESCA";"2V8008019";"10"
"2V800801906";"CONCEPTOS DE DIARIO";"MWL.CONDIARIO";"2V8008019";"20"
"2V800801907";"CALADEROS";"MWL.CALADERO";"2V8008019";"70"
"2V800801908";"TIPOS DE CERTIFICACIONES";"MWL.TIPCERTB";"2V8008019";"70"
"2V800801909";"GESTIÓN DE CERTIFICADOS";"MWL.CERTFBAR";"2V8008019";"80"
"2V8008020";"GESTIÓN DE PROYECTOS";"";"2V80080";"200"
"2V800802001";"ENTRADA DE PARTES";"MWL.PRC_HORAS";"2V8008020";"10"
"2V8008021";"TPV";"";"2V80080";"210"
"2V800802101";"TPV";"MWL.TPV";"2V8008021";"10"
"2V800802102";"INFORMES";"MWL.GI";"2V8008021";"90"
"2V800802103";"TICKETS";"MWL.TPVBASCULA";"2V8008021";"30"
"2V8008022";"CALIDAD DE PRODUCTO";"";"2V80080";"220"
"2V800802201";"REGISTRO DE ESPECIFICACIONES";"MWL.L_MESPEI";"2V8008022";"10"
"2V800802202";"EMISIÓN DE FICHAS TÉCNICAS";"MWL.L_EMIFTEC";"2V8008022";"20"
"2V8008023";"RECURSOS HUMANOS";"";"2V80080";"230"
"2V800802301";"EVALUACIÓN DEL DESEMPEÑO";"MWL.RHH_ACCEVAL";"2V8008023";"10"
"2V800802302";"INDICADORES DE EVALUACIÓN";"MWL.RHH_EVALIND";"2V8008023";"20"
"2V800802303";"PERSONAL";"MWL.RHH_PERSONAL";"2V8008023";"30"
"2V800802304";"CARTAS Y COMUNICADOS";"MWL.RHH_TIPINF";"2V8008023";"40"
"2V800802305";"TEST A PERSONAL";"MWL.RHH_PERTEST";"2V8008023";"50"
"2V800802306";"CONSULTA DE FICHAJES";"MWL.RHH_FICHAJESDIA";"2V8008023";"60"
"2V8008024";"GESTIÓN COMUNIDADES/BLOG";"";"2V80080";"240"
